,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Avg_Satisfaction_with_previous_vote,Garden_sqr_meter_per_person_in_residancy_area,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Overall_happiness_score,Num_of_kids_born_last_10_years,Looking_at_poles_int,Married_int,Gender_int,Voting_time_int,Financial_agenda_matters_int,Will_vote_only_large_party_int,Age_group_int,Most_Important_Issue_Social,Most_Important_Issue_Education,Most_Important_Issue_Environment,Most_Important_Issue_Financial,Most_Important_Issue_Healthcare,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Other,Most_Important_Issue_Military,Main_transportation_Car,Main_transportation_Public_or_other,Main_transportation_Foot_or_bicycle,Main_transportation_Motorcycle_or_truck,Occupation_Services_or_Retail,Occupation_Public_Sector,Occupation_Student_or_Unemployed,Occupation_Hightech,Occupation_Industry_or_other
4301,10.0,,40406.01227,121.0840274,333.7022491,0.953722106,0.4123463570000001,9.291085959,4.229527295,3.938925588,2.786887747,6829.0,99.31922399,420.7378315,4178.498154,50807.57855,111357.191,20.51189488,184.2242044,63.02156541,14792.42572,80.0,2.0,661.5041384,11.0,498.9397302,0.0,0.0,1.0,0.0,1.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4302,1.0,632.0041141,78102.77571,210.668038,370.7386106,0.401593784,0.82022694,9.219686314,9.204496406,0.091154801,7.478373884,7824.0,63.54347258,427.7568572,4562.8998200000015,52147.11536,137447.1174,20.68228365,148.1777633,65.06210375,44601.69028,90.0,2.0,674.7509110000002,12.0,505.391757,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4303,8.0,1131.401269,115379.4022,377.1337565,305.9376157,0.106515885,0.759860192,9.890018506,7.811641232,9.823333172,8.555300483,5297.0,6.849928782,250.61008680000003,,40250.54368,93597.82469,15.83066918,350.7463311,25.31470333,142617.00400000002,60.0,3.0,582.2471282,12.0,652.2085771000002,0.0,1.0,1.0,0.0,1.0,1.0,2.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4304,7.0,295.445624,26548.58457,98.48187467,269.5783834,0.612064741,0.152801808,0.5469626329999999,6.750190654,2.319023691,5.21774058,7286.0,72.00522844,477.932674,3651.649182,56617.99009,72672.50481,21.86167135,252.1622815,65.29589549,9807.161514,60.0,4.0,757.1090634999998,10.0,600.023637,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4305,5.0,866.2907179,145356.2726,288.7635726000001,503.37468560000013,0.060225022,0.556798751,2.583146351,0.165569778,2.047658151,2.072249863,4098.0,85.91600624,456.32769339999993,5946.402243,,253386.0741,21.36182795,46.74150923,2.528496902,83683.16445,100.0,2.0,702.8759562000001,10.0,483.6871273,1.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4306,3.0,1439.434515,257310.0858,479.811505,536.2732721,0.482044811,0.348175202,6.247810433,0.756791269,4.726827436000001,5.225210055,3049.0,66.11704184,501.92817,6366.589061,60819.17812999999,287589.0223,22.40375348,36.38508286,6.29371074,230708.8919,60.0,2.0,756.4122216,8.0,502.0990829,1.0,1.0,0.0,0.0,1.0,1.0,2.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4307,8.0,270.15691410000005,34091.560560000005,90.05230470000002,378.5751034,0.374766747,0.99065242,0.537938962,3.539491973,5.095825308999999,3.871351827,6380.0,35.18445264,521.5952683999999,4828.941571,57969.48892999999,143319.1089,22.83846029,143.64686890000004,8.162497426,8209.469887000001,40.0,0.0,720.4691368,9.0,426.3517698,1.0,0.0,1.0,1.0,1.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4308,,771.5254245,69581.34251,257.1751415,270.56014080000006,0.490918505,0.828178283,8.12124846,1.73216437,0.523278592,3.3607326310000003,3052.0,9.034424322000001,473.2244865,3652.050381,57934.28859,73202.78981,21.75372351,288.5404651,14.28697584,66406.22855,70.0,1.0,789.410384,11.0,672.9046642000002,0.0,0.0,1.0,1.0,1.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4309,9.0,465.0948113,60013.81871,155.03160380000003,387.1069979,0.8229730279999999,0.6258783960000001,4.968925281000001,1.421498701,1.266628597,8.636797343,6031.0,49.18759034,432.7857996,4736.641578,51479.5598,149851.8278,20.803504500000006,141.7576778,52.64449983,24199.82977,100.0,5.0,651.6065471,12.0,446.7772553,0.0,0.0,1.0,1.0,0.0,1.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4310,7.0,134.65271830000003,13685.524780000002,44.88423943,304.9071334,0.17197903399999998,0.98085106,6.966447432000001,1.113454239,0.59161616,6.789806171,4068.0,97.70214343,366.7501449,3782.571624,43005.43154,92968.36002,19.15072179,270.2494576,61.22540738,2069.479188,60.0,3.0,544.9571193,5.0,368.7825512,0.0,0.0,1.0,1.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4311,2.0,1729.629775,270010.2856,576.5432582000002,468.32615210000006,0.700155104,0.222757359,2.012992515,3.21461149,3.535976124,1.546027975,4872.0,83.0874911,444.8493654,5572.960252000002,53634.57787,219329.3847,21.09145242,88.48333112,10.63214501,332988.6719,90.0,1.0,666.4380017000002,14.0,438.4819153,0.0,1.0,1.0,0.0,,1.0,2.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4312,3.0,329.7151565,46336.43872,109.9050522,421.6042648,0.839656787,0.217863407,2.38208967,3.253813074,1.4074190030000002,8.415070253,5166.0,84.92765109999998,417.9504663,5051.94358,52962.1979,177750.1561,20.44383688,119.4676274,70.4674847,12199.02555,90.0,2.0,686.9873265,14.0,537.3429607,0.0,0.0,1.0,0.0,0.0,1.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4313,1.0,350.5444396000001,39079.08636,116.8481465,334.4433569,0.180650484,0.298343679,7.99048742,1.890358608,4.632105452,4.445011781,4986.0,28.82414465,390.2440053,4124.921579,47006.40499,111852.3589,19.75459454,207.7338575,41.2756522,13780.33749,70.0,2.0,604.2584512999998,6.0,439.1890219,0.0,0.0,1.0,1.0,0.0,1.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4314,7.0,1281.356375,118145.269,427.11879180000005,276.6098597,0.7772826620000001,0.646005886,3.03526958,0.07774687599999999,1.80372997,9.51406731,9579.0,57.16023119,438.8653825,3643.829362,40172.07985,76513.01446,20.94911412,536.8548483,26.88049588,182867.5811,70.0,1.0,430.4763875,10.0,15.67311467,0.0,1.0,1.0,0.0,0.0,0.0,2.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4315,5.0,875.4235651,85699.57542000001,291.807855,293.6849504,0.44278487,0.554943531,6.26478771,8.672055129,6.169318296,7.173687594,9508.0,75.77548546,531.4791524,3999.807808,62300.92545,86250.85007,23.05383162,253.0170752,92.0302219,85453.63212000001,70.0,0.0,829.2203649,11.0,643.0412654,0.0,0.0,1.0,1.0,1.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4316,8.0,216.8355679,20574.84187,72.27852264,284.6605204,0.960709908,0.7194171079999999,3.010773032,7.441627595,6.046010186,9.433091886,7312.0,92.24286613,471.4482381,3789.50168,56851.82066000001,81031.61188,21.71285882,248.9420487,51.76070977,5306.463358,80.0,3.0,763.5680047000002,11.0,621.5970766,2.0,0.0,1.0,0.0,1.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4317,3.0,288.8171041,28432.11218,96.27236804,295.3299349,0.924677357,0.006191001,0.440182921,7.087577287999999,6.049258425,5.911466926,8693.0,69.40829211,355.0725053999999,3663.4443590000014,41972.67522,87219.77042,18.84336768,281.7558132,93.48160364,9374.641216,90.0,1.0,534.8866373,9.0,371.5767778,1.0,,1.0,1.0,1.0,1.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4318,5.0,57.27547058,10263.36304,19.09182353,537.5789811000002,0.277368102,0.51477479,3.577284794,3.98688433,1.834280842,6.94175761,9460.0,26.88597527,345.771794,6067.333399,45587.53291,288991.1609,18.59494001,197.7695805,47.55403623,393.58954910000006,60.0,1.0,555.9730933,8.0,382.0411612,0.0,1.0,0.0,1.0,0.0,0.0,2.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4319,3.0,1529.401463,79375.5249,509.8004877,155.6991937,0.248739973,0.07440322,5.77520648,0.720311147,2.259275112,0.925844491,6007.0,99.4347336,115.7983012,1788.5885399999993,16057.53571,24242.23893,10.76096191,606.9310247000002,93.68948871,260416.3378,80.0,3.0,209.9358973,10.0,180.2950138,4.0,1.0,1.0,1.0,0.0,1.0,2.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4320,1.0,165.2020424,37961.27061,55.06734747,689.3607981,0.8334773259999999,0.5975371039999999,3.969355973,5.564360702,5.614273992999999,3.884121859,8414.0,53.37961672,,8219.909641,75761.9002,475218.31,25.75171509,250.9303455,46.38119158,3097.480105,80.0,0.0,904.7000928,9.0,477.8565323,1.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4321,5.0,813.4494748,118451.1828,271.1498249,436.84772010000006,0.252454685,0.467489351,1.860242626,8.188011376,5.438499893,0.913024989,6245.0,6.929904921,360.6590361,5089.795273,47137.68989,190835.9306,18.99102515,155.50531919999997,51.62932398,73803.37739,50.0,1.0,604.3334646000002,7.0,472.11112010000005,0.0,0.0,1.0,0.0,0.0,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4322,6.0,460.7855837,43909.58446000001,153.5951946,285.8786343000001,0.200830078,0.28142410100000004,7.656747536,9.245340432999999,7.128475282999999,0.074370194,7555.0,75.88994307,497.4659033,3853.71815,59315.10935,81726.59357000001,22.30394367,254.3731009,95.27228323,23755.07899,90.0,3.0,794.9571829,11.0,637.3000131,1.0,0.0,1.0,0.0,0.0,1.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4323,3.0,179.2460041,39998.61804,59.74866803,669.4478616,0.317308025,0.716194725,3.593588355,9.812371181,9.082772639,7.245996532,7633.0,21.28808391,620.0160425,7934.510701,72085.89938999999,448160.4394,24.90012133,208.3575372,89.41673201,3639.651999,60.0,2.0,866.3505796000002,5.0,482.78271050000006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4324,2.0,225.7771688,22283.77568,75.25905626,296.0942747,0.628273791,0.780540723,9.392471877,9.432722945,0.401588613,3.737687664,9901.0,70.44404133,503.6475411,3968.23783,59486.64501,87671.81954,22.44209307,234.4754536,64.81585482,5749.184606,80.0,0.0,790.7452373,12.0,615.7060456,1.0,0.0,1.0,1.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4325,8.0,787.3169572,98175.92625,262.4389857,374.09048039999993,0.026798896000000003,0.630729503,3.462497389,8.1477731,9.595302411,8.345534049,5212.0,9.882820351,312.3868341999999,4365.678472,45518.86536,139943.6875,17.67446843,253.9916239,62.20337187,69146.66022,90.0,1.0,626.5654696,11.0,616.0165415,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4326,10.0,71.0936256,6851.043603,23.6978752,289.0994887,0.991768159,0.640138717,2.726470078,6.566515376,7.585457729,0.972794166,3683.0,63.92337701,533.9084912,3958.811869,61958.94339,83578.51434,23.10645995,246.5468346,,595.2871642000001,60.0,3.0,820.9835212,12.0,623.1118604,,0.0,1.0,0.0,1.0,1.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4327,6.0,891.4507638,119110.3884,297.1502546,400.8422895,0.702993998,0.046217511,1.07331119,4.412684012,5.884276205,,,18.92352668,378.7787419,4765.980379,47087.68718,160674.541,19.46223887,170.1346696,58.67935841,88605.42407000002,60.0,4.0,597.7474642000002,8.0,433.5247351,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4328,10.0,366.586158,43801.24595,122.195386,358.4525355,0.503114364,0.66463829,1.250774311,3.685717627,0.388475759,6.498276875,,98.73758811,429.87278,4444.270915,52423.3706,128488.2202,20.73337358,159.12021940000002,20.54603032,15063.90775,90.0,3.0,682.2928228,15.0,519.1241345999998,0.0,0.0,1.0,0.0,1.0,1.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4329,5.0,-48.54023236,-8491.552426999999,-16.18007745,524.8153138,0.098874943,0.581336779,5.860467202000001,3.897983639,8.945607517000001,7.270049752999999,6915.0,39.27236253,320.6833615000001,5889.519861,,275431.1136,17.90763417,228.2039286,36.7515615,255.614829,70.0,4.0,521.6221435,12.0,361.0511735,1.0,1.0,0.0,1.0,1.0,1.0,,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4330,10.0,568.94643,50525.61256,189.64881,266.4167128,0.80748893,0.402643855,1.892450582,9.867573103,8.395414522000001,9.429468431,4192.0,98.20597542,519.3840375,3702.935204,61018.48702000001,70977.86488,22.78999863,278.009859,5.612668488,36166.31994,80.0,0.0,818.841216,13.0,649.5078218,5.0,0.0,1.0,0.0,1.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4331,9.0,328.5337077,57280.71967000001,109.51123590000002,523.0579236000002,0.345039053,0.8640429559999999,8.455601358,4.3823113760000005,8.856298537,0.308061072,7942.0,80.84877878,476.9353269,6184.44989,58553.5701,273589.5915,21.83884903,32.6149253,51.31364565,12112.22203,70.0,1.0,731.6945267000001,7.0,500.2938802,0.0,0.0,0.0,1.0,0.0,1.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4332,8.0,1163.737472,298876.9384,387.91249060000007,770.4751603,0.984717366,0.964768763,4.486450839,2.135539281,7.070717074,8.977549628,3031.0,49.05020341,462.6984254,8630.148454,55998.88528,593631.9727,21.51042597,366.2639761,10.74394044,150874.0129,70.0,3.0,621.4094364,11.0,255.8666751,1.0,1.0,0.0,0.0,0.0,1.0,2.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4333,8.0,342.2447327,34285.89675,114.0815776,300.5384171,0.904403263,0.6389376,1.5147374690000002,5.912330292999999,1.413781601,0.195090303,7229.0,82.99790239,495.4273312,3996.238833,59924.93897999999,90323.34015,22.25819694,255.7891508,10.70108477,13138.68792,80.0,3.0,805.9732092999999,11.0,660.069539,0.0,0.0,1.0,0.0,0.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4334,9.0,873.2761124,117248.8263,291.0920375,402.7895346,0.8606188859999999,0.275527924,3.140435242,4.360512842,,0.62744247,6012.0,34.636174700000005,509.38684680000006,5046.66904,58978.57055,162239.4092,22.56960006,97.80141949,16.6790237,85035.66632,90.0,3.0,746.1227834,12.0,494.7913357,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4335,3.0,179.6016581,20458.56051,59.86721936,341.7322657,0.497457885,0.731780535,7.528656757999999,9.440850986000001,8.7233224,2.676043047,6283.0,27.86003733,423.845062,4265.012781,50634.14632,116780.9414,20.58749771,177.4557916,3.365943604,3653.951173,70.0,4.0,652.9618876000002,11.0,474.6562104,0.0,0.0,1.0,1.0,1.0,0.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4336,5.0,320.1857861000001,33118.82897,106.72859540000002,310.3088620000001,0.919176798,0.5724081289999999,4.42636522,4.157212025,7.774177121,6.766276613,5883.0,99.72741187,368.8850091,3840.858639,43723.28701,96291.58986,19.20637939,256.1040732,54.29519208,11507.72166,100.0,2.0,557.3151253999998,9.0,388.575462,0.0,0.0,1.0,0.0,1.0,1.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4337,2.0,496.7086847,69778.34181,165.5695616,421.4442627,0.7913912390000001,0.315900182,1.832275388,9.795102838,3.06548862,0.831133572,8803.0,84.61198821,374.9542906,4964.351208,48625.50659,177615.2666,19.36373648,147.6814165,75.15685116,27588.84928,50.0,2.0,628.8339589999998,9.0,498.4613424,3.0,,,0.0,0.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4338,,157.1689514,34539.30085,52.38965047,659.2771767999999,0.288984096,0.158491613,9.801431531,,5.717270672000001,8.437940986000001,6742.0,73.37074117,608.3590517000001,7809.489872,70513.91114,434646.3959,24.66493567,196.2580818,9.663617681,2807.065126,100.0,2.0,844.7003207,9.0,462.498913,0.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4339,4.0,2001.617465,332045.1847,667.2058217,497.665299,0.505478286,0.06927244099999999,0.807793257,7.378056366,5.5295085739999985,6.258501077999999,6465.0,99.9347795,402.2196106,5781.092211,51354.76148,247670.7498,20.0554135,,32.05521288,445840.8144,100.0,2.0,644.7398871,14.0,465.95141550000005,1.0,1.0,1.0,0.0,0.0,0.0,2.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4340,1.0,300.185051,36402.46889,100.0616837,363.8002836,0.7365974470000001,0.003480043,2.245666555,9.273731129,5.086862119,9.947705022000001,9962.0,52.55754716,453.0612174,4544.125271,53160.28201,132350.6463,21.28523473,147.89231569999995,56.04667615,10122.40222,90.0,2.0,677.4129457,12.0,466.5556433,0.0,0.0,1.0,0.0,1.0,1.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4341,7.0,380.0993319,87758.53501,126.6997773,692.6494812000002,0.259751519,0.32708159600000003,6.293496657,9.374051217,8.433445932,7.843239245,3885.0,71.10221304,649.9711337,8226.43708,74942.15808,479763.3038,25.49453145,244.5643886,40.78278770000001,16189.53334,100.0,0.0,897.0525817,9.0,485.6272266,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4342,3.0,553.6505245,91312.33726,184.5501748,494.7832607,0.380024518,0.727872614,4.4330245,,2.429416319,0.556495935,8269.0,71.95616802,440.8352938,5829.503194,53508.18153,244810.475,20.99607806,93.80528023,14.1606434,34253.31721,100.0,2.0,659.9266686000002,9.0,427.3931562,1.0,0.0,1.0,0.0,1.0,0.0,0.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4343,6.0,1456.953554,118913.3105,485.6511847,244.85333140000003,0.358661351,,9.484065713,5.47629728,6.863209449,5.3319929660000005,,47.60977577,596.4039889,3641.341292,66889.60412,59953.1539,24.42138385,312.6442375,45.37226968,236352.7244,70.0,0.0,887.6571487,9.0,652.816451,0.0,1.0,1.0,,0.0,1.0,2.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4344,,841.3704847000001,135565.4273,280.4568282,483.37360210000014,0.189948148,0.155779564,5.508645044,7.555044023,0.307378168,7.478968459,4050.0,83.80901446,434.9713891,5703.678799,53668.88363,233650.0392,20.85596771,76.54207586,79.99077365,78946.48933,90.0,3.0,671.4164206,9.0,463.2096203,0.0,0.0,1.0,1.0,1.0,1.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4345,10.0,1178.4042470000004,110908.4273,392.8014157,282.3524124,0.91291226,0.429166076,0.84050148,9.546822859,1.355289384,1.922146862,6587.0,23.51323585,103.7450184,3031.014161,25171.80468,79722.88479,10.18552986,452.7774697,21.98324357,154695.7536,60.0,3.0,384.0451533,9.0,524.8787909,0.0,1.0,1.0,0.0,1.0,0.0,2.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4346,3.0,1161.499192,179811.1567,387.1663974,464.4286227,0.5796357289999999,0.619967029,0.573352408,6.55413572,9.47778821,2.224725692,4244.0,5.548964207999999,313.4813958000001,5271.249018,46431.88056000001,215693.9456,17.70540583,208.09207780000003,48.13215758,150294.9856,100.0,1.0,621.1431252,15.0,585.1340134999998,0.0,1.0,1.0,0.0,1.0,1.0,2.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4347,1.0,744.8004492,101989.1909,248.2668164,410.8047638000001,0.4253018870000001,0.802556734,9.390966258999999,5.444160684,8.864897904,4.461415885,5616.0,20.76641887,366.2598756,4840.567389,46333.40417,168760.55399999995,19.13791722,172.6920436,97.31978083,61894.67895,70.0,,589.1694327,12.0,436.9101364,1.0,0.0,1.0,1.0,0.0,1.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4348,5.0,597.616764,55184.32382000001,199.205588,277.021967,0.701373914,0.512060991,3.237232417,8.254943382999999,5.523023901,9.605261481,5610.0,10.58931828,360.6886970000001,3491.597064,43799.992,76741.17018,18.99180605,268.6062965,72.1899223,39892.07188,70.0,2.0,574.8333892,8.0,445.0227305,0.0,0.0,1.0,0.0,0.0,1.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4349,3.0,200.9197042,28177.914630000007,66.97323475,420.7339654,0.805044585,0.302592697,9.4635054,4.485366473,7.793281011,1.6656713580000002,4398.0,18.12232102,380.4907526,4968.321159,48753.47058,177017.0697,19.50617217,144.159176,48.5862433,4562.387407,70.0,1.0,627.1614426,9.0,485.2927374,1.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4350,9.0,523.5430424,67073.04551,174.5143475,384.3411529,0.7276193129999999,0.107870603,7.788337287,1.030664945,0.20328359,5.91308567,8851.0,67.19374196,375.5676985,4594.546926,45923.05485,147718.1218,19.3795691,194.0327305,57.09332142,30639.77182,50.0,3.0,579.5719868,7.0,406.2538857,0.0,0.0,1.0,1.0,1.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4351,4.0,42.76521881,6200.082331000001,14.25507294,434.93866060000005,0.041940233,0.292438282,9.758284392,5.322660345,6.841071539,1.486592675,4547.0,39.50318915,489.8717835,5329.130173,59850.16823,189171.6385,22.13304732,101.1644944,21.88145234,227.46217740000003,90.0,3.0,772.7799565,11.0,576.8029705,1.0,0.0,1.0,1.0,1.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4352,3.0,2260.460072,331462.0031,753.4866908,439.9042573,0.387672293,0.705622231,5.277872747,8.678770396,6.582396459,7.237053097,7042.0,64.35428832,582.8818639,5564.806301,65368.35385,193515.7556,24.14294646,102.909193,42.53859848,568505.6799,70.0,2.0,813.3543721,11.0,489.5405377,3.0,1.0,1.0,1.0,0.0,0.0,2.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
